PUBLICATION_ID,MCZBASE.GET_PUBLICATION_AUTHORS_ALL(P.PUBLICATION_ID),PUBLISHED_YEAR,PUBLICATION_TITLE,JOURNAL_NAME,JOURNAL_ABBREVIATION,VOLUME_NUMBER,ISSUE_NUMBER,BEGINS_PAGE_NUMBER,ENDS_PAGE_NUMBER,PUBLISHER_NAME, ,type,title,author,journal,volume,pages,year,publisher
9493,"Theokritoff, G.",2007,no article title available,"NORTHEASTERN GEO.ENV.SCI.,","NORTHEASTERN GEO.ENV.SCI.,",29,3,178,,, ,no result
10380,"Wachsmuth, C. and Frank Springer",1897,no article title available,Harvard Univ.Mus.Comp.Zoology Mem.,Harvard Univ.Mus.Comp.Zoology Mem.,21,,557,,, ,no result
5006,"Arnold, B.W. and H.L. Clark",1934,Some additional fossil Echini from Jamaica.,Harvard Univ.Mus.Comp.Zoology Mem.,Harvard Univ.Mus.Comp.Zoology Mem.,54,2,156,,, ,no result
1718,"Shaw, A.B.",1966,no article title available,Jour.Paleontology,Jour.Paleontology,40,6,1321,,, ,no result
3916,"Kummel, B. and Steele, G.",1962,no article title available,"Journal of Paleontology,","Journal of Paleontology,",36,4,681,699,, ,no result
4813,"Petuch, E.J.",1988,no article title available,Jour. Paleomalacology,Jour. Paleomalacology,1,2,36,,, ,no result
14132,"Willard, B. and P.E. Raymond",1928,The Brachiopods of the ottosee and holston formations of Tennessee and Virginia and The Brachiopods of the lenoir and athens formations of Tennessee and Virginia ,,,,,,,, ,no result
2877,"Moore, R.C.",1966,no article title available,Treatise on Invert. Paleo. Part U,Treatise on Invert. Paleo. Part U,,,,7,, ,no result
875,"Rudwick, M.J.S.",1965,no article title available,Palaeont.Zeitschr.,Palaeont.Zeitschr.,39,3,143,144,, ,no result
2372,"Rolfe, W.D.I.",1962,no article title available,Jour.Paleontology,Jour.Paleontology,36,5,914,,, ,no result
2375,"Sprinkle, J.T. and Kolata, D.R.",1982,no article title available,Kansas Univ. Paleont. Contr. Mon.,Kansas Univ. Paleont. Contr. Mon.,1,1,211,20,, ,no result
2569,"Allmon, W.D.",1990,no article title available,"Bulls. Am. Paleontology,","Bulls. Am. Paleontology,",99,335,,45,, ,no result
1188,"Meek, F.B. and A.H. Worthen",1861,Descriptions of new paleozoic fossils from Illinois and Iowa,Acad.Nat.Sci.Philadelphia Proc. ser.1,Acad.Nat.Sci.Philadelphia Proc. ser.1,13,,129,,, ,no result
1477,"Raymond, P.E.",1920,no article title available,Connecticut Acad. Arts and Sci. Mem.,Connecticut Acad. Arts and Sci. Mem.,7,,79,,, ,article,"Trilobita (in Zittel-Eastman"" Textbook of Palaeontology,"" ) London. 1920. The Appendages, Anatomy, and Relationships of Trilobites","Raymond, PE",Mem. Connecticut Acad. Arts and Sci,,309--313,1913,
1742,"Crosby, W.O.",1900,no article title available,Occasional Papers of the Boston Society of Natural History,Occ. Papers Boston Soc. N. H.,1,,674,679,, ,no result
889,"Bell, B.M. and J.T. Sprinkle",1978,no article title available,Jour.Paleontology,Jour.Paleontology,52,2,247,,, ,no result
5411,"D'Orbigny, A.",1844,no article title available,Paleontologie Francaise-Terrains Jurassiques,Paleontologie Francaise-Terrains Jurassiques,,,304,305,, ,no result
4030,"Hyatt, A.",1866,The fossil Cephalopods of the Museum of Comparative Zoology,"Bulletin of the MCZ,","Bulletin of the MCZ,",1,5,75,,, ,no result
1116,Frank Springer,1926,no article title available,"Smithsonian Misc.Colln.,pub.2871","Smithsonian Misc.Colln.,pub.2871",,,123,,, ,no result
4090,"Newell, N.D. and Boyd, D.W.",1981,no article title available,Jour.Paleontology,Jour.Paleontology,55,1,62,64,, ,no result
5638,"Pain, T. and D. Beatty",1964,A new species of freshwater gastropod mollusc of the genus <i>Saulea </i>from the Miocene of Kenya,Breviora,Breviora,212,212,1,3,Museum of Comparative Zoology, ,no result
1415,"Bradley, J.H.",1921,The Brachiopoda of the Maquoketa of Iowa,Harvard Univ.Mus.Comp.Zoology Bull.,Harvard Univ.Mus.Comp.Zoology Bull.,64,6,506,,, ,no result
2613,"Roemer, A.",1852,no article title available,"Palaenotographica V.III,N.2","Palaenotographica V.III,N.2",2,2,70,,, ,no result
3724,"Rasetti, F.",1952,no article title available,Jour.Paleontology,Jour.Paleontology,26,3,446,,, ,no result
2645,"Phleger, F.B.",1935,Some Ordovician cystids from Russia,Harvard Univ.Mus.Comp.Zoology Bull.,Harvard Univ.Mus.Comp.Zoology Bull.,76,5,193,,, ,no result
2725,"Moore, R.C.",1959,no article title available,Treatise on Invert. Paleo. Part O,Treatise on Invert. Paleo. Part O,,,504,,, ,no result
4642,Joachim Barrande,1866,no article title available,Systeme Silurien du Centre de la Boheme Suppleme,Systeme Silurien du Centre de la Boheme Suppleme,,,574,3,, ,no result
4667,"Dall, W.H.",1894,"Cruise of the steam yacht ""Wild Duck"" in the Bahamas, January to April, 1893, in charge of Alexander Agassiz. II. Notes on the shells collected from the shores of the Great Lagoon, Watling Island, Bahamas","Harvard Univ.Mus.Comp.Zoology Bull.25,","Harvard Univ.Mus.Comp.Zoology Bull.25,",9,9,120,121,, ,no result
4716,D.E. Briggs and G.D. Edgecombe,1992,no article title available,Natural History,Natural History,101,11,36,,, ,no result
5684,"Hall, J.",1866,Contributions to Palaeontology,Advance copy of 20th Rept.on State Cab.Nat.History,Advance copy of 20th Rept.on State Cab.Nat.Histor,,,7,,, ,no result
3876,"Brower, J.C.",2005,no article title available,Jour. Paleontology,Jour. Paleontology,1,1,155,,, ,no result
9222,"Copper, P.",2002,no article title available,"Treatise on Invertebrate Paleontology, Brachiopoda, v.H,","Treatise on Invertebrate Paleontology, Brachiopod",4,4,1447,,, ,no result
6378,"Hotchkiss, F.H.C.",1999,no article title available,Jour.Czech Geol.Soc.,Jour.Czech Geol.Soc.,44,,333,,, ,no result
6397,"Runnegar, B.",1974,no article title available,Jour.Paleontology,Jour.Paleontology,48,5,931,3,, ,no result
7545,"Conway Morris, S.",1989,no article title available,"Science,","Science,",246,,340,,, ,article,Burgess Shale faunas and the Cambrian explosion,"Morris, S Conway",Science,246,339--346,1989,American Association for the Advancement of Science
7542,"Conway Morris, S. and Whittington, H.",1979,no article title available,"Scientific American,","Scientific American,",241,1,128,,, ,no result
8922,"Evitt, W.R. and H.B. Whittington",1953,no article title available,Jour.Paleontology,Jour.Paleontology,27,1,49,55,, ,no result
9094,"Whittington, H.B.",1956,no article title available,Jour.Paleontology,Jour.Paleontology,30,3,509,,, ,no result
9340,"Mikulic, D.G. and Kluessendorf, J.",2007,no article title available,Fabulous Fossils - 300 years of Worldwide Research on Trilobites,Fabulous Fossils - 300 years of Worldwide Researc,,,162,,, ,no result
6455,"Walcott, C.D.",1916,no article title available,Smithsonian Misc.Colln.,Smithsonian Misc.Colln.,64,3,179,,, ,no result
7695,"Hartman, J.H.",1998,no article title available,Bivalves: An Eon of Evolution,Bivalves: An Eon of Evolution,,,336,,, ,inproceedings,The biostratigraphy and paleontology of latest Cretaceous and Paleocene freshwater bivalves from the western Williston Basin,"Hartman, Joseph H",,,317--345,1998,
7809,"Yochelson, E.L.",1970,no article title available,U.S.Geol.Survey Prof.Paper 683-B,U.S.Geol.Survey Prof.Paper 683-B,,,,,, ,no result
2859,"Jackson, R.T.",1896,Studies of Palæechinoidea,Geol.Soc.Amer.Bull.,Geol.Soc.Amer.Bull.,7,,222,,, ,no result
5797,"Desor, E.",1847,no article title available,France Geol.Soc.Bull.,France Geol.Soc.Bull.,4,2,287,288,, ,no result
2036,"Hitchcock, C.H.",1904,New studies in the Ammonoosuc district of New Hampshire,Geol.Soc.Amer.Bull 15,Geol.Soc.Amer.Bull 15,,,480,482,, ,no result
1943,"Miller, S.A. and C.B. Dyer",1878,no article title available,Cincinnati Soc.Nat.Hist.Jour.,Cincinnati Soc.Nat.Hist.Jour.,1,1,36,,, ,no result
5887,"Shaw, A. B.",1966,no article title available,Jour.Paleontology,Jour.Paleontology,40,6,1326,,, ,no result
2123,"Miller, A.K. and H. Garner",1953,no article title available,Michigan Univ. Mus. Paleontology Contr.,Michigan Univ. Mus. Paleontology Contr.,11,6,116,,, ,no result
3364,"Parsley, R.L",1991,no article title available,"Bulls.Am.Paleontology,","Bulls.Am.Paleontology,",100,336,37,,, ,no result
4367,"Whittington, H.B.",1950,no article title available,Jour.Paleontology,Jour.Paleontology,24,5,550,551,, ,no result
4835,"Walcott, C.D.",1884,no article title available,U.S.Geol.Survey Bull,U.S.Geol.Survey Bull,10,10,44,,, ,no result
5160,"Whittington, H.B.",2003,no article title available,Jour. Paleontology,Jour. Paleontology,77,4,699,701,, ,no result
4045,"Wood, E.",1914,no article title available,New York Acad.Sci.Annals,New York Acad.Sci.Annals,24,,7,,, ,no result
1020,"Meek, F.B. and A.H. Worthen",1868,no article title available,Illinois Geol.Survey,Illinois Geol.Survey,3,,492,,, ,no result
1739,"Raymond, P.E.",1916,no article title available,Ottawa Naturalist,Ottawa Naturalist,29,,138,,, ,article,On the genera of the Eodiscidae,"Raymond, PE",Ottawa Naturalist,27,101--106,1913,
902,"Hauser, J.",1999,no article title available,Die Crinoiden der Frasnes-Stufe (Oberdevon),Die Crinoiden der Frasnes-Stufe (Oberdevon),,,61,,, ,no result
3244,"Lieberman, B.",1999,no article title available,Yale Univ.Peabody Mus.Nat.Hist.Bull.,Yale Univ.Peabody Mus.Nat.Hist.Bull.,45,45,101,,, ,no result
3204,"Merrill, J.A.",1895,Fossil sponges of the flint nodules in the lower Cretaceous of Texas,Harvard Univ.Mus.Comp.Zoology Bull.,Harvard Univ.Mus.Comp.Zoology Bull.,28,1,11,20,, ,no result
908,"Walcott, C.D.",1881,The trilobite: New and old evidence relating to its organization,Harvard Univ.Mus.Comp.Zoology Bull.,Harvard Univ.Mus.Comp.Zoology Bull.,8,10,,,, ,no result
4092,"Pojeta, J",1975,no article title available,Bulls.Am.Paleontology,Bulls.Am.Paleontology,67,287,368,370,, ,no result
4319,"Raymond, P.E.",1925,no article title available,Boston Soc.Nat.Hist. Occasional Papers,Boston Soc.Nat.Hist. Occasional Papers,5,,183,185,, ,no result
14147,"Bangs, O.",1913,The land mammals of Newfoundland,,,,,,,, ,book,Notes on the birds and mammals of the arctic coast of East Siberia,"Thayer, John Eliot and Bangs, Outram and Allen, Glover Morrill and Club, New England Zoological",,,,1914,publisher not identified
5672,"Boucot, A.J.",1990,no article title available,Evolutionary Paleobio.of Behavior and Coevolution,Evolutionary Paleobio.of Behavior and Coevolution,,,66,68,, ,no result
1450,"Whiteley,T.E., P. Gilman and Kloc,G.J.",1997,no article title available,Am.Paleontologist,Am.Paleontologist,5,2,2,,, ,no result
4666,"Conrad, T.A.",1874,no article title available,Acad.Nat.Sci.Philadelphia Proc.,Acad.Nat.Sci.Philadelphia Proc.,26,,83,,, ,no result
4690,"Foerste, A.F.",1928,no article title available,Denison Univ.Sci.Lab.Jour.,Denison Univ.Sci.Lab.Jour.,23,1,108,110,, ,no result
6383,"Foerste, A.F.",1929,no article title available,Denison Univ.Sci.Lab.Jour.,Denison Univ.Sci.Lab.Jour.,24,10,332,,, ,no result
7286,"Kesling,R. and Christopher R.C. Paul",1971,no article title available,Michigan Univ.Mus.Paleontology Contr.,Michigan Univ.Mus.Paleontology Contr.,23,14,,228,, ,no result
8627,"Sprinkle, J.T.",1974,no article title available,"Jour.Paleontology,","Jour.Paleontology,",48,,1179,12,, ,no result
8515,"Buckman, S.S.",1905,no article title available,"Ammonites of the Inferior Oolite Series, pt.13,supp.","Ammonites of the Inferior Oolite Series, pt.13,su",,,,,, ,no result
7182,"Canu, F. and R.S. Bassler",1926,no article title available,U.S.Natl.Mus.Proc.,U.S.Natl.Mus.Proc.,67,,35,4,, ,no result
8141,"Conway Morris, S. and Collins, D.H.",1996,no article title available,"Philo. Trans. Royal Society of London, Series B,","Philo. Trans. Royal Society of London, Series B,",351,1337,287,7,, ,no result
6053,"Bassler, R.S.",1936,"Geology and paleontology of the Georges Bank Canyons, Part III. Cretaceous bryozoan from Georges Bank","Geol.Soc.Amer.Bull. 47,","Geol.Soc.Amer.Bull. 47,",3,3,411,412,, ,no result
6932,"Bermúdez , P.J.",1935,no article title available,Soc.Cubana.Hist.Nat.Mem.,Soc.Cubana.Hist.Nat.Mem.,9,3,152,,, ,no result
6868,"Fay, R.O.",1961,no article title available,U of KS:Paleo. Contrib. Echino. pt.3,U of KS:Paleo. Contrib. Echino. pt.3,,,54,3,, ,no result
7043,"Buckman, S.S.",1887,Inferior Oolite Ammonites,"Ammonites of the Inferior Oolite Series, pt.1","Ammonites of the Inferior Oolite Series, pt.1",,,20,,, ,no result
8942,"Kummel, B.",1953,no article title available,"Meddelelser om Gronland,","Meddelelser om Gronland,",127,1,12,16,, ,no result
7696,"Morris, P.J. and Williamson, P.G.",1988,no article title available,"J. of Paleontology,","J. of Paleontology,",62,5,758,60,, ,no result
1024,"Meek, F.B. and A.H. Worthen",1873,no article title available,Illinois Geol.Survey,Illinois Geol.Survey,5,,412,,, ,no result
4754,"Petuch, E.J.",1986,no article title available,Jour.Costal Research,Jour.Costal Research,2,4,400,,, ,no result
4997,"Donovan, S.K.",1993,Jamaican Cenozoic Echinoidea,Geol.Soc.Amer.Mem. 182,Geol.Soc.Amer.Mem. 182,,,402,,, ,no result
1430,"Moore, R.C. edit.",1964,no article title available,Treatise on Invertebrate Paleontology,Treatise on Invertebrate Paleontology,,,,,, ,no result
1099,"Raymond, P.E.",1925,Some trilobites of the Lower Middle Ordovician of eastern North America ,Harvard Univ.Mus.Comp.Zoology Bull,Harvard Univ.Mus.Comp.Zoology Bull,67,1,62,,, ,no result
2177,"Saul, J.M.",1967,no article title available,"J. of Paleontology,","J. of Paleontology,",41,5,1128,,, ,no result
14446,"Cloud, P.E.",1948,Brachiopods from the Lower Ordovician of Texas,,,,,,,, ,article,Physical limits of glauconite formation,"Cloud Jr, Preston E",AAPG Bulletin,39,484--492,1955,American Association of Petroleum Geologists
2338,"Norford, B.S.",1973,no article title available,"Geological Society of Canada, Bull. 222","Geological Society of Canada, Bull. 222",,,22,3,, ,no result
3467,"Ristedt, H.",1968,no article title available,"Akademie der Wissenschaften und der Literatur,","Akademie der Wissenschaften und der Literatur,",4,4,245,6,, ,article,Revision of the Orthoceratidae,"Ristedt, Heinrich",,,,1968,Verlag der Akademie der Wissenschaften und der Literatur; In Kommission bei Franz Steiner Verlag
934,"Brett,C.E., Whiteley, T. and P. Allison",1999,no article title available,Jour.Paleontology,Jour.Paleontology,73,2,295,,, ,no result
1734,"Walcott, C.D.",1879,no article title available,New York State Mus. Ann. Rept. 31,New York State Mus. Ann. Rept. 31,,,69,70,, ,no result
1737,"Prantl, F. and Pribyl, A.",1949,no article title available,"Rozpravy, s","Rozpravy, s",,,188,189,, ,no result
3258,"Jackson, R.T.",1890,no article title available,Boston Soc.Nat.Hist.Mem.,Boston Soc.Nat.Hist.Mem.,4,8,332,,, ,no result
5597,"Burr, H.T.",1900,no article title available,Am.Geologist,Am.Geologist,25,,49,,, ,no result
1117,"Moore, R.C.",1962,no article title available,Kansas Univ.Paleont.Contr. Art.4,Kansas Univ.Paleont.Contr. Art.4,,,31,,, ,no result
4133,"Smith, M.",1937,no article title available,"Nautilus,","Nautilus,",51,2,67,,, ,article,New recent and fossil mollusks from Florida,"Smith, M",The Nautilus,54,44--46,1940,
4331,"Welby, C.W.",1965,no article title available,Jour.Paleontology,Jour.Paleontology,39,2,288,289,, ,no result
2555,"Vaughan, T.H. and J.E. Hoffmeister",1925,New species of fossil corals from the Dominican Republic ,"Bull. of the Museum of Comparative Zoology,","Bull. of the Museum of Comparative Zoology,",67,8,316,,, ,no result
3701,"Maletz, J. and Mitchell, C.E.",1996,no article title available,Jour.Paleontology,Jour.Paleontology,70,4,647,650,, ,no result
2681,"Rathbun, M.J.",1935,no article title available,Geol.Soc.Amer.Spec.Paper,Geol.Soc.Amer.Spec.Paper,2,2,35,3,, ,no result
2754,"Bohaty, J.",2005,no article title available,Palaeont. Zeitschr.,Palaeont. Zeitschr.,79,2,220,,, ,no result
4692,"John, D.L., N.C. Hughes, M.I. Galaviz, G.O. Gunderson and R. Meyer",2010,no article title available,"JOUR.PALEONTOLOGY,","JOUR.PALEONTOLOGY,",84,1,14,15,, ,no result
9086,"Miller, S.A.",1874,no article title available,Cincinnati Quart.Jour.Sci.,Cincinnati Quart.Jour.Sci.,1,3,234,,, ,article,Notes and Descriptions of Cincinnati Group Fossils,"Miller, SA",Cincinnati Quart. Jour. Sci,1,,1874,
7601,"Buckman, S.S.",1888,no article title available,"Ammonites of the Inferior Oolite Series, pt.2","Ammonites of the Inferior Oolite Series, pt.2",,,35,53,, ,no result
7892,"Bowen, Z.P.",1967,Brachiopoda of the Keyser Limestone (Silurian-Devonian) of Maryland and Adjacent Areas,GSA Memoir 102,GSA Memoir 102,,,63,64,, ,no result
7167,"Burbank, L.S.",1871,no article title available,Boston Soc.Nat.Hist.Proc.,Boston Soc.Nat.Hist.Proc.,14,,196,197,, ,no result
8145,"Brower, J.C.",1965,no article title available,"Jour.Paleontology,","Jour.Paleontology,",39,5,786,787,, ,no result
9294,"Gould, S.J.",1969,An evolutionary microcosm: Pleistocene and recent history of the land snail <i>P</i>. (<i>Poecilozonites</i>) in Bermuda,Harvard Univ. Mus. Comp. Zoology Bull.,Harvard Univ. Mus. Comp. Zoology Bull.,138,7,471,,, ,no result
6164,"Meek, F.B.",1864,no article title available,"Geological Survey of CA,Paleo.,","Geological Survey of CA,Paleo.,",1,,46,,, ,no result
10407,[no agent data],,Invertebrate Paleontology Citations Placeholder Book,,,,,,,, ,no result
9365,"Turek, V.",2008,no article title available,Czech Bulletin of Geosciences,Czech Bulletin of Geosciences,83,2,145,,, ,no result
6570,"Phleger, F.B.",1937,New Lichadacea in the collections of the Museum of Comparative Zoology,Harvard Univ.Mus.Comp.Zoology Bull.,Harvard Univ.Mus.Comp.Zoology Bull.,80,11,416,417,, ,no result
7753,"Bjork, P., P. Goldberg and Kesling, R.",1968,no article title available,Michigan Univ.Mus.Paleontology Contr.,Michigan Univ.Mus.Paleontology Contr.,22,4,55,,, ,no result
5726,"Desor, E.",1858,no article title available,Synopsis des Echinides Fossiles,Synopsis des Echinides Fossiles,,,5,,, ,article,1858,"Desor, E","Synopsis des Echinides fossiles, C Reinwald edit., Texte et Atlas",2,490,1857,
1267,"Stephenson, L.W.",1936,"Geology and Paleontology of the Georges Bank Canyons, Part II. Upper Cretaceous Fossils from Georges Bank (Including Specimens from Banquereau, Nova Scotia)","Geol.Soc.Amer.Bull. 47,","Geol.Soc.Amer.Bull. 47,",3,3,383,,, ,no result
4862,"Clark,T.H.",1923,no article title available,Bost.Soc.Nat.Hist.Proc.,Bost.Soc.Nat.Hist.Proc.,36,8,482,483,, ,no result
5802,Landing,1988,no article title available,Jour.Paleontology,Jour.Paleontology,62,5,673,675,, ,no result
1838,"Raymond, P.E. and V.J. Okulitch",1940,Some Chazyan sponges,Harvard Univ.Mus.Comp.Zoology Bull.,Harvard Univ.Mus.Comp.Zoology Bull.,86,5,202,203,, ,no result
3363,"Parsley, R.L.",1990,no article title available,"Jour. Paleontology,","Jour. Paleontology,",64,2,282,6,, ,no result
4360,"Gahn, F.J. and Kammer, T.W.",2002,no article title available,Jour.Paleontology,Jour.Paleontology,76,1,123,1,, ,no result
4802,"Petuch, E.J.",1987,no article title available,Nautilus,Nautilus,101,4,201,204,, ,article,"A new Falsilyria (Volutidae) and a new Conus (Conidae) from Roatan Island, Honduras (Atlantic)","Petuch, EJ",Nautilus,94,115--118,1980,"TROPHON CORP 8911 ALTON PARKWAY, SILVER SPRING, MD 20910"
4464,"Shaw, F.C.",1995,"Ordovician Trinucleid Trilobites of the Prague Basin, Czech Republic","Jour.Paleontology Mem.40,","Jour.Paleontology Mem.40,",69,3,11,,, ,no result
1292,"Harris, R.W., C.E. Decker and Merritt,C.",1931,no article title available,Oklahoma Geol.Survey Bull.,Oklahoma Geol.Survey Bull.,55,55,88,89,, ,no result
1362,"Congreve, C.R. and Lieberman, B.S.",2010,no article title available,"JOUR.PALEONTOLOGY,","JOUR.PALEONTOLOGY,",84,1,128,,, ,no result
1300,"Stimpson, W.",1863,no article title available,Boston Soc.Nat.Hist.Jour.,Boston Soc.Nat.Hist.Jour.,7,4,583,589,, ,no result
1439,"Walcott, C.D.",1912,no article title available,Smithsonian Misc.Colln.,Smithsonian Misc.Colln.,57,9,252,270,, ,no result
1345,"Allmon, W.D.",2005,no article title available,Jour. Paleontology,Jour. Paleontology,79,6,1234,,, ,no result
1743,"Muir-Wood, H. and Cooper, G.A.",1960,"Morphology, Classification and Life Habits of the Productoidea (Brachiopoda)",G.S.A. Memoir 81,G.S.A. Memoir 81,,,362,5,, ,no result
1756,"Packard, A.S.",1900,no article title available,Proc.Amer.Acad.Arts and Sci.,Proc.Amer.Acad.Arts and Sci.,36,1,3,,, ,no result
2682,"Woodward, H.B.",1863,no article title available,Geol.Soc.London Quart.Journal,Geol.Soc.London Quart.Journal,19,19,318,,, ,no result
4099,"Rogers, W.B. and Rogers, H.B.",1839,no article title available,Am.Philos.Soc.Trans.,Am.Philos.Soc.Trans.,6,14,,,, ,no result
4102,"Hoare, R.D.",2002,no article title available,Jour.Paleontology,Jour.Paleontology,76,1,95,1,, ,no result
4330,"Vaughan, T.W.",1900,no article title available,U.S.Geol.Survey Mon.,U.S.Geol.Survey Mon.,39,,178,179,, ,no result
1192,"Jones, T.R.",1858,Notes on the Palaeozoic Bivalved Entomostraca No. IV. Some North American species,"Annals and Mag.Nat.Hist. ser.3,","Annals and Mag.Nat.Hist. ser.3,",1,4,251,,, ,no result
2624,"Foerste, A.F.",1888,no article title available,Denison Univ.Bull,Denison Univ.Bull,3,,120,,, ,no result
1859,"Bodenbender, B.E.",1996,no article title available,"Jour. Paleontology,","Jour. Paleontology,",70,3,469,,, ,no result
2800,William More Gabb,1869,Cretaceous and Tertiary Fossils,"Geological Survey of CA: Paleontology,","Geological Survey of CA: Paleontology,",2,,139,40,, ,no result
9132,"Croneis, C.",1926,New Cephalopods from the Fayetteville shale ,Harvard Univ.Mus.Comp.Zoology Bull.,Harvard Univ.Mus.Comp.Zoology Bull.,67,10,347,,, ,no result
6363,"Foerste, A.F. and Savage, T.F.",1927,no article title available,Denison Univ.Sci.Lab.Jour.,Denison Univ.Sci.Lab.Jour.,22,1,85,,, ,no result
6901,"Boucot, A.J.",1963,no article title available,Palaeontology,Palaeontology,5,4,685,,, ,article,The Eospiriferidae,"Boucot, AJ",Palaeontology,5,682--711,1963,
6452,"Resser, C.E.",1935,no article title available,Smithsonian Misc.Colln.,Smithsonian Misc.Colln.,93,5,19,,, ,no result
7893,"Bowen, Z.P.",1966,"Boucotella, a new Silurian rhynchonelloid brachiopod genus","J. of Paleontology,","J. of Paleontology,",40,1,186,188,, ,no result
7944,"Walcott, C.D.",1910,no article title available,Smithsonian Misc.Colln.,Smithsonian Misc.Colln.,53,6,284,,, ,no result
9221,"Klipstein, A.",1843,no article title available,Beitrage zur Geologischen kenntniss der ostlichen Alpen,Beitrage zur Geologischen kenntniss der ostlichen,,,121,,, ,no result
1213,"Oliver, W. A. Jr.",1958,no article title available,Jour.Paleontology,Jour.Paleontology,32,5,822,823,, ,no result
2038,"Raymond, P.E.",1922,no article title available,Am.Jour.Sci.,Am.Jour.Sci.,4,,461,464,, ,no result
2043,"Olsson, A.",1912,no article title available,Amer.Jour.Sci.,Amer.Jour.Sci.,33,197,442,443,, ,no result
3238,"Miller, S.A. and C.B. Dyer",1878,no article title available,"Contributions to Palaeontology,","Contributions to Palaeontology,",2,2,9,,, ,no result
5864,"Gould, S.J. and Robinson, B.",1994,no article title available,"Paleobiology,","Paleobiology,",20,3,374,,, ,no result
1284,"Raymond, P.E.",1937,no article title available,Geol.Soc.Amer.Bull,Geol.Soc.Amer.Bull,48,8,1128,,, ,no result
